Title,Genres,Release Date,Country,Movie Rating,Review Rating,Movie Run Time,Cast,Language,Budget
Altered (2014), Horror| Thriller,06/07/1905,USA,RATED,6.6,100,Robert Pralgo|Kely McClung|Amanda Dreschler|Stan Harrington|Patrick Bagdon|Alex Raul Barrios|Keith Brooks|Melissa Brown|Abel Castro|Jon Chaffin|Aayisha Chanel|Ben Clement|William L. Cochran|Molly Coffee|Tommy Connolly,English,918
Bangkok 13 Muang Kon Tai (2016), Horror,17/03/2016,Thailand,RATED,3.8,90,Worarat Karnjanarat|Thodsapol Siriwiwat|Theeradanai Suwannahom,Hindi,331
Exorcist: The Fallen (2014), Horror,31/08/2014,USA,RATED,3.4,81,Tara Marie Kirk|Rollyn Stafford|Just N. Time|Todd A. Robinson|Petra Boyd|David Withers|Tom Slater|Tony Teach|Garrett Benach|Theresa Park|Justys Spencer|Raegyn Spencer,English,498
Ombis: Alien Invasion (2013), Action| Horror| Sci-Fi| Thriller,18/05/2013,USA,RATED,3.6,85,Richard Satterwhite|Jason John Beebe|Sara Manzella|Alexander S. McBryde|Kathy Murphy|Lynn Lowry|Michael Sciabarrasi|Aryn Fitzgerald|Bob Bozek|Daniel George|John Fleming|Brandon Grzybek|Jennifer Grzybek|Melyssa Jade|Patrick Mallette,English,1735
Yendha Nerathilum (2017), Horror,21/07/2017,India,RATED,4.1,90,Yashmith|Ramakrishnan|Leema Babu|Sandra Amy,Other,1659
Rise of the Legend (2017), Horror,06/01/2017,USA,RATED,5.6,90,Joe Hammerstone|Kyle Lee,English,335
The Demon Inside (2017), Horror| Thriller,16/05/2017,USA,RATED,6,95,Crystal Cook|Lance Eakright|Jake Ryan Hull|John Kviklys|Chloe Lee|Jason Nicholson|Grace Patterson|Joseph Rene|Timothy Talbott|Madeline Thelton|Jack Watkins|Crew Wyard,English,1516
Horror House on Highway 6 (2014), Horror,04/11/2014,USA,NOT RATED,3.9,86,Joanna Bartling|Misty Madden|Sean McCracken|Brian Papson|William D. Caldwell|Frank Gangarossa|Alan Ehrlich|Michael Castagnola|Phil Ward|Teresa Willis|Jared Asato|Valerie Baker|Kenneth Coffman|Steve DeVorkin|Mark E. Fletcher,English,741
2 Die For (2017), Horror,31/10/2017,UK,RATED,1,90,Jodi Moore Lewis|Jennifer Nangle|Angel Connell|Daiane Azura|Michael J. Epstein|Harley Neville|Hunter Johnson|Sarah Martin|Sophia Cacciola|Donna Hamblin|Luc Bernier|Alexander Hauck|Richard Chandler|Lianne O'Shea|Christopher J. Long,English,1561
Fagyott május (2017), Horror| Sci-Fi| Thriller,05/05/2017,Hungary,RATED,5.9,72,Benjámin Lichter|Hanna Pálos,Other,333
Iron Wolf (2013), Horror,13/09/2013,Germany,RATED,2.6,93,Carolina Rath|Roland Freitag|Hannes Sell|Caterina Döhring|Michael Krug|Dominik Starck|Michael Schmidt|Marco Theiss|Urs Remond|Nico Sentner|Ildiko Preszly|Annegret Thalwitzer|Toni Deutsch|Jens Nier|Willi Hessel,English,1665
Within These Walls (2015), Horror,26/09/2015,USA,RATED,6.6,95,Kelsey Zukowski|Laura Mortensen|Felissa Rose|Marv Blauvelt|Jessica Rogers|James Adam Tucker|Kate Rhoswen|Kenny Alstott|Daniel Fergus|Jackson Scribner,English,1619
Pretty Dead (2013), Drama| Horror,01/08/2013,USA,NOT RATED,4.5,77,Carly Oates|Ryan Shogren|Quantae Love|Heather Anne Wood|Emily Button|Dave Matos|Joshua Grote|Daesha Lynn|Robert Keniston|Ernesto Trinidad|Lisa Masi|Alan J. Van Dyke|Kris Thordarson|Pierce Minor|Christie De Shong,English,1746
Clementina (2017), Drama| Horror,28/10/2017,Mexico,RATED,7.6,90,Emiliano Carrazzone|Cecilia Cartasegna|Susana Varela,Spanish,1090
Pengantin Malam (2014), Horror,19/06/2014,Malaysia,RATED,7.7,90,Nora Danish|Nina Iskandar|Farid Kamil,Other,840
Main Street Meats (2017), Horror,13/08/2017,USA,RATED,8.1,110,Morgan Boland|Steve Golla|Stacey Weber|Don Markus|Kenny Fayas|Grayson Hunter Goss|Ashlee Summer|Miguel Graber|Linda Cieslik|Gary Albano|Charles Ramsey|Andy Schatner|Mike Pusateri|Christopher Elst|Jeanne Leep,English,1357
Mary Loss of Soul (2014), Horror| Thriller,29/10/2015,USA,NOT RATED,4,89,José Zúñiga|Kaylee Bryant|Catherine Black|Anne Bex|Nick Mancuso|Emma Gruttadauria|Sam Myerson|Diana Porter|Jerry W. Goodwin|Molly Devon|Mark S. Cartier|Karin Crighton|Kati Salowsky|Kevin O. Peterson|Michael C. Turtle,English,1458
Z-Office (2017), Action| Comedy| Horror,01/03/2017,Germany,RATED,5.1,47,Nikolai Will|Alexandra Schiller|Klaus Thiel-Klenner|Florian Simbeck|Piet Baltissen|Daniel Bilstein|Marcus Boos|Heidi Choroba|Uwe Choroba|Maria Dück|Patricia Gotthardt-Priebe|Katharina Herrmann|José Hidalgo|Jacqueline Lang|Michael Langhals,German,1187
Dead Man Tells His Own Tale (2016), Comedy| Fantasy| Horror,22/09/2016,Argentina,RATED,4.4,90,Diego Gentile|Mariana Anghileri|Emilia Attías|Damián Dreizik|Mikko Aromaa|Marina Cohen|Lautaro Delgado|Fiorela Duranda|Chucho Fernandez|Tamara Garzón|Pablo Guisa Koestinger|Carolina Molinari|Berta Muñiz|Pipi Onetto|Pipi Onetto,Spanish,1007
Curse of the Slasher Nurse (2017), Horror,09/07/1905,USA,RATED,9.6,90,Robert Arans|Clinton Baysinger|Will Darnell|Zach Darnell|John Ford|Amber Fulcher|Eric Ladd|Sarah Lourenzo|Andrea Pelt|Kea Raines|Aeron Shifflett|Josh Shifflett|Ryann Snow|David Techman|Nick Walters,English,19
Kidnapped Souls (2012), Horror,28/02/2013,Peru,UNRATED,4.2,86,Jose Yenque|Noel Gugliemi|Neil Brown Jr.|Delilah Cotto|Rosa Isela Frausto|Rene Arreola|Monica Engesser|Gonzales Michael Jr.|Benjamin Riley|Diego Acuna|Tia Streaty|Dan Dunkelman|Christopher Youngblood|Vanina Armendariz|Christopher Guttierrez,English,1650
Dhilluku Dhuddu (2016), Comedy| Horror,07/07/2016,India,RATED,5.3,160,Santhanam|Shanaya|Karunas|Mottai Rajendra|Saurabh Shukla|Anandraj|T.M. Karthik|Lollu Sabha Manohar|Singamuthu|Anchal Singh,Other,259
The Year After Infection (2012), Horror,04/07/1905,USA,RATED,4.6,90,Trinka|Stan Davis|James Eason|Nichole Fischer|Joe Hammerstone|Ben Bovee|Dennis Dashley|Christopher M. Johnson|Eric Warrington|Timothy Lantz|Rhonda Husak|Julian Thomas|Dereck Krebs|Clark Pearson|Elyse Bertani,English,1101
Oh My Zombie! (2016), Comedy| Horror,05/11/2016,Japan,RATED,3.9,90,Riku Hagiwara|Akihiro Kakuta|Marie Machida|Reiya Masaki|Yoshiyuki Morishita|Rie Tomosaka,Japanese,105
Factory of Paranormal (2017), Horror,13/07/2017,USA,RATED,8.8,72,Jeff Profitt|Lauren Reinas|Lindsay Mason,Other,1217
Unholy Ground (2016), Horror,14/05/2016,Germany,RATED,6.2,90,Jürgen Lill|Nadja Holz|Monika Brandl|Thomas Pill|Stefan Mühlbauer|Mila Moore|Günther Brandl|Matthias Sigl|Katharina Buchberger|Helmut Brandl|Mia Feller|NicoDestruction|Florian Parzer|Peter Eherer|Sascha Gold,German,1244
The Eschatrilogy: Book of the Dead (2012), Fantasy| Horror,19/02/2014,Philippines,NOT RATED,5.2,103,Stuart Wolfenden|Sarah-Jane Honeywell|Damian Morter|Sam Cullingworth|Tim Mcgill Grieveson|Paul Collin-Thomas|David Frampton|Zoe Simone|Clay Whitter|Brooklyn Baker|Neil Adams|Anna Batho|Chris Knight|Flynn Allen|George Newton,English,153
Paranormal Extremes: Text Messages from the Dead (2015), Drama| Horror,01/05/2015,USA,NOT RATED,2.3,102,Colie Knoke|Josef Niznik|Grace LaFleur|Ted V. Mikels|Mario Santos|John Bizarre|Brenda Grippi|Beverly Washburn|Jim Wheble|George Pantages|Marilyn Weinmann|Renay Jewell|Jacob Landry|Lisa Snipes|Emma Snipes,English,1186
The Halloween Store Zombie Wedding Movie (2016), Comedy| Horror,09/10/2016,USA,RATED,5.4,92,John Delony|Amanda Varcelotti|Dean Hollis|Jessica Willis|Kurt Kiser|Christopher Kiley|Gerald Brodin|Grace Johnston|Devi Khajishvili|Mark McKenzie|Wesley Chan|Douglas Jones|Jason Mcroberts|Richard Privitt|Kyle Van Swol,English,189
The Big F (2016), Comedy| Horror,31/08/2016,USA,RATED,7.2,71,James Bell|Mia Campbell|Sheri Darling|Patrick L. Dear|Brian Kilby|Adam Lorenz|Brian Papandrea|Nathan Rumler|Ashley Marie Short|Sadie Tate,English,1931
Shadow Hill (2017), Horror,09/07/1905,USA,RATED,6.5,90,Hill Harper|Gil Bellows|David Cameron|Garrett Black,English,1478
Vamp Bikers (2013), Action| Horror| Romance,22/09/2013,USA,RATED,6.6,98,Dorsey Wright|Eric Spade Rivas|Ronnie Rebel|Mark A. Ortiz|Manuel Mikey Acevedo|Brian Tyler|Philip Di Maria|Annmarie Fasano|Teague Clements|Joel Christiani Chino|Eleonora Cacciola|Freddy Rosales|Ray Boogie|Jeannine Carter|Ivelisse Lopez,English,297
The Sins of Dracula (2014), Comedy| Horror,26/10/2014,USA,NOT RATED,6.2,81,Sarah Nicklin|Anna Rizzo|Jose Guns Alves|Jamie Lyn Bagley|Samantha Acampora|Carmine Capobianco|Jesse Dufault|Tobias Wilson|Jamie Dufault|Elyssa Baldassarri|Michael Thurber|Steven O'Broin|Johnny Sederquist|Christian Masters|Aaron Peaslee,English,1605
Urban Legend (2016), Horror,10/09/2016,USA,RATED,0.2,90,Katy Allen|Robert Babcock|Mike Brabender|Garrett Brenneman|Jacqueline Crowley|Alexander Elkins|Lauren Elkins|John-Michael Fisher|Kirby Gocke|Dillon Gray|Alix Lindbergh|Charles McVay|Karen Richardson|Kerry M. Richardson|Kallina Sims,English,1607
Where the Devil Dwells (2014), Horror| Thriller,12/04/2016,USA,RATED,5.4,81,Walter Peña|Scott Anthony Leet|Alexis Raben|David O'Hara|Rob Macie|Andrew Patrick Ralston|Barry Saltzman|Greg Bryan|Michael Simon|Brandon C. Greene|Nicole Pierce|Marissa Nans|Britt Fiola|Farisai Kambarami|Matt Grady,English,847
Five Nights at Freddy's: The Fan Film (2016), Horror,25/06/2016,Canada,RATED,7.7,55,Nicholas Arancibia Strachan|Lise Emond|Liam Gartland Emond|Seth Juneau Morissette|Ellie Juneau|Michelle March|Emi Otis|Janik Robitaille|Yoan Robitaille,English,1533
Shadowhunters: Devilspeak (2015), Horror,15/09/2015,USA,RATED,8.1,90,Brandy Mason|Matthew Ewald|Monique Dupree|Tommy Dreamer|John Johnson|Angela Pritchett|Mariah Smith|Elissa Lauer|Saint|Royce Hobson|Talon Borrelli,English,345
Shotgun Wedding (2013), Comedy| Horror| Romance,02/04/2013,USA,UNRATED,5.1,92,Mike Damus|Kim Shaw|Joel McKinnon Miller|Kevin Christy|Kelsey Ford|Eric Nenninger|Eric Jungmann|Megan Heyn|Elana Krausz|Brett Stiller|Sean Patton|Da'Vone McDonald|Rasika Mathur|Bonita Friedericy|James Eckhouse,English,118
Sheriff Tom Vs. The Zombies (2013), Comedy| Horror,20/04/2013,USA,RATED,5.3,93,Joe Parascand|Jason Jackson|Kayt Supple|Ryan Scott Weber|Tom Brady|Kristen Accardi|Tazio Ruffilo|Jessica Mulcahy|Jeff Fetzko|Patrick Turner|Therese Crowley|Bradley Creanzo|Michael DeFellipo|Lloyd Kaufman|Brendan Mitchell,English,1523
Animus: The Tell-Tale Heart (2015), Horror| Thriller,31/10/2015,USA,RATED,4.3,95,Dana Blackstone|Rick Dethlefsen|Amin Fallahi|Axel Harney|Kelly Kirstein|Brak Little|Christin Russman|Bruce Spielbauer|Brian Van Camp|Katherine Vermeersch|Michael Wexler,English,1036
Knock Knock (2017), Horror,06/10/2017,USA,RATED,4.3,55,Saul Arteta|Rachel Atterson|Lucas Ayoub|Jennifer Bennett|Sisi Berry|Joe Bragel|Eddie Canto|Kenneth Fillmore|Ruth Hall|Chuk Hell|Leia Organa McLean|Jessica Polk|Kerry Tartack,English,60
The House that the Devil Built (2017), Horror,27/10/2017,USA,RATED,8.2,90,Lexi Ginn|Alvi Rahman|Amanda Kay|Alex Liu|Julian Chavez|Alexander Cortez|Emma V. Rivera|Amir Aftabi|Leda Valencia|Nick Broome|Veronikah De La Cruz|Raul Medina|Charisma Carrillo|Aram Rahbari|Veronica Campos,English,1469
Witchstalker (2014), Horror,22/10/2014,USA,RATED,7.6,90,Rachel Bae|Sophie Chic|Steve Currie|Bear Deepcave|Chris Greenaway|Mark Hall|Mackenzie Johnson|William Jordan|Jim Kirby|Amanda Nichols|Amanda Nickels|Allan Palmer|Kim Palmer|R. Scott Pangman|Joel Parker,English,1494
Bloody House (2016), Horror,13/05/2016,China,RATED,4.8,90,Yijie Song|Xinqi Jiang|Lanyi Zhang|Yanyang Wang|Danni Ma|Linying Deng|Yanbing Li|Ziyi Deng|Yun Xiang|Xinfan Zhu,Chinese,163
Threesome (2014), Horror,13/03/2014,Thailand,RATED,6.2,90,Steven Foorer|Witwisit Hiranyawongkul|Arpa Pawilai|Chaiyapol Jullian Poupart|Theeradanai Suwannahom|Pawinee Wiriyachaikit,Hindi,1648
Coco (2017), Horror,31/05/2017,Spain,RATED,8.2,98,Neil Boultby|Bea Jugo C.|Natalia Kaverznikova|Salima Ky|Gonzalo Moreno|Leolo Moulin|Lucy Rodriguez Sandoval|Isabelle Stokes,English,216
The Plague (2016), Action| Horror,27/11/2016,USA,RATED,7.8,74,Kay Baun|Kailyn Burke|Greg Hinaman|John Karyus|Fattie King|Adam Litton|Rob Mattison|Joshua McDonald|Devon Metzger|Lori Dolan Meyer|David Michael Monk|Mary Monk|Cecily Rodriguez|Rich Ruiz|Krystal Shenk,English,918
Dry Blood (2017), Horror,23/04/2017,UK,RATED,6.9,90,Clint Carney|Jaymie Valentine|Kelton Jones|Graham Sheldon|Rin Ehlers|Robert V. Galluzzo|Macy Johnson|Savea Kagan,English,1579
Harbinger (2015), Fantasy| Horror| Thriller,07/07/1905,USA,RATED,5.1,84,Dimitrius Pulido|Tina Rodriguez|Paeka Campos|Joseph T. Campos|Anne Frances|Gerard Flores|Roland Uribe|Steve Uzzell|Joshua Gage|Amparo García|Nathan Gage|John Everett Button|Alex Ybarra,English,1391
Babaroga (2017), Horror,30/09/2017,Australia,RATED,2.4,120,Jeff Campbell|Paige Campbell|Peta Carolan|Lani Carroll|Taylah Clements|Tessa DiGrandi|Matthew Dixon|Rachael Everett|Caitlyn Leo-Litzow|Steve Mack|Sean McBride|Nadine Menezes|Georgia Rainbow|Jessica Laughton Smith|Michelle Ann Tracey,English,1132
Amy (2013), Horror,01/10/2013,USA,NOT RATED,2,94,Christopher Atkins|David Blount|David R. Clayton|Jessica DiGiovanni|Jane Doherty|Victoria Doll|Jerry Greiner|Clayton Stocker Myers|Kurt Mason Peterson|Kris Smith|Jay Wasley,English,738
Piotrek trzynastego 2: Skórza Twarz (2012), Comedy| Horror,19/08/2012,Poland,RATED,4.7,87,Dawid Antkowiak|Justyna Boczulak|Marcin Bosak|Milosz Bugajski|Przemyslaw Cypryanski|Natalia Durczok|Andrzej Galla|Piotr Gibowicz|Hubert Gotkowski|Andrzej Grabowski|Krzysztof Grabowski|Adam Gruberski|Marlena Gulka|Grzegorz Halama|Marcin Kabaj,Other,192
Deadtime (2012), Horror| Thriller,11/05/2012,USA,NOT RATED,2.2,97,Laurence Saunders|Carl Coleman|Elisabeth Shahlavi|Alex Marieka Hanly|Leslie Grantham|Terry Christian|Joe Egan|Julian Boote|Stephen Spencer|Matt Gibbons|Louis Murrall|Elle Wood|Emily Welch|Adam Carrington|Ian Donnelly,English,1567
Ninjas vs. Monsters (2012), Action| Comedy| Horror,14/10/2012,USA,UNRATED,3.4,90,Daniel Ross|Cory Okouchi|Dan Guy|P.J. Megaw|Jay Saunders|Devon Brookshire|Jasmine Guillermo|Carla Okouchi|Sam Lukowski|Elliot Kashner|Daniel Mascarello|Lyon Beckwith|Vicki Parks|Tori Bertocci|Mina Noorbakhsh,English,1921
Arpat (2015), Drama| Horror,16/10/2015,Thailand,RATED,6.9,91,Pimpan Chalaikupp|Sorapong Chatree|Danai Jarujinda|Ploy Sornarin|Attaporn Teemakorn|Charlie Trairat,Hindi,170
The Zombie Project (2017), Horror,09/07/1905,USA,RATED,6.9,90,Shawn C. Phillips|Kira L. Wilson|Ricky Morton|Emma Leigh Harris|Larry Parmiter|Major Harris|Ashlyn Parmiter,English,410
Soul (2013), Drama| Horror| Thriller,30/08/2013,Taiwan,RATED,6.4,111,Yu Wang|Hsiao-chuan Chang|Shiang-chyi Chen|Leon Dai|Shih-Chieh King|Vincent Liang|Na-Dou Lin|Pong Fong Wu,Chinese,1742
La cripta de las condenadas (2012), Horror,05/10/2012,Spain,RATED,5.8,90,Fata Morgana|Carmen Montes|Eva Neumann|Marta Simoes|María Traven|Olivia Deveraux|Jesús Franco,Spanish,1072
The Curse (2017), Horror,27/04/2017,Indonesia,RATED,5.5,90,Prisia Nasution|Shareefa Daanish|Lia Waode,Other,474
Kaptara (2013), Animation| Adventure| Fantasy| Horror,01/01/2013,USA,RATED,5.2,94,Jonathan Lipow|Clare Fog|Lani Minella|Isaac C. Singleton Jr.|Marc Biagi|Christine Bollow|Bill Corkery|William Corkery|Melissa de Ciutiis|Melissa De Ciutiis|Mark Dodson|Mark Dodson|Eric Newsome|Becky Pollock|Dave Rivas,English,753
Hollywood Warrioress: The Movie (2016), Action| Horror| Sci-Fi,17/05/2016,USA,RATED,3.8,90,Deborah Dutch|Edward X. Young|Angelica Drum Andrews|Debbie D|John Link|James Panetta|Mike E. Pringle|Hector Bosa|Woody Carsky-Wilson|Amira Lyn|Jim Ewald|Callie Snow|Skye Delamey|Craig Scagnetti|Norm Vincelli,English,512
Possessed (2014), Animation| Comedy| Horror| Thriller,04/10/2014,Spain,RATED,6,81,Anabel Alonso|Santiago Segura|Josema Yuste|Álex Angulo|Concha Goyanes|Mariví Bilbao|José María Íñigo|Mónica Chaparro|Esperanza Elipe|Nacho Vigalondo|Antonio Gil|Carlos Areces|Torbe|Rubén 'Master' Casana|Eva Cubero,Spanish,1065
Vault of Terror II: The Undead (2015), Horror,16/05/2015,USA,RATED,7.7,120,Lloyd Kaufman|Erika Smith|Tina Krause|Rachael Robbins|Sybelle Silverphoenix|Sean Weathers|Joel M. Reed|Amoni B.|Adonis Williams|Jerry Landi|Tamar Warner|Sky Claudette Soto|Mino Jones|Vlad Zee Dragan|Steve Karlin,English,1546
Don't Go to the Reunion (2013), Horror| Mystery| Thriller,09/08/2013,USA,RATED,4,75,Stephanie Leigh Rose|Spencer Harlan|Matty Dorschner|Hannah Herdt|Mike Goltz|Nick Sommer|Brady Simenson|Johnathon Krautkramer|Tawnie Thompson|Hayley San Fillippo|Marla Van Lanen|J.R. Watkins|Kaleb Shorey|Jerry Lesperance|Andy Taylor,English,883
Shadows Fall (2016), Drama| Fantasy| Horror| Thriller,01/09/2016,Panama,RATED,6.7,91,Dylan Quigg|Christian Wennberg|Jener Dasilva|Kinsey Diment|Talmage Tidwell|Marc Carlis|Yvonne Miranda|Dennis Nicomede|Amy Jorgensen|Mark Sipka|Raj Jawa|Jason Kurth|Girvan 'Swirv' Bramble|Christopher Gay,English,97
The Ferryman (2017), Horror,31/10/2017,UK,RATED,9.3,90,Pamela Ashton|Garth Maunders|Azz Mohammed|Nicola Holt|Shobi Rae Mclean|Philip Scott-Shurety|Frank Mathews,English,1318
House of Whores 2: The Second Cumming (2016), Horror,01/01/2016,USA,RATED,6.5,73,Theophania Adams|Peter Barnone|Vergena Fields|Riley Grey|Nurse Hatchet|Tom Komisar|Craig Lemons|Kaleigh Loehmer|Cheyenne Summer McIntire|Lindsey McIntire|Daniel Murphy|Eric Reaume|Linda Schrader|Montana Skylar|Miles Spinelli,English,1981
Run Phee (2015), Comedy| Drama| Horror| Mystery| Romance,03/12/2015,Thailand,RATED,6.2,104,Sa-Ard Piempongsan|Kara Polasit|Pongsakorn Tosuwann|Jannine Parawie Weigel,Hindi,195
I Saw (2017), Horror| Thriller,09/07/1905,USA,RATED,4.5,90,Jennifer M. Kay|Emily McKinley Hill|Erik Searle|Kimberly Bada|Zachary Savage|Amanda Kay Livezey|Christopher Piatt|Kelly Marie Flynn|Kristin Nicole Flynn,English,1905
Serenity Farm (2014), Horror| Thriller,06/07/1905,USA,NOT RATED,3.1,86,Sean Dryke|Shawna Welsh|Jake Ryan Arzola|Kasandra Bandfield|Willard Chase|Ronee Collins|Samantha Cutaran|Richard Gabai|Andrea Jordan|Amy Christine Meyer|Alisa Schulz|Rick Walters,English,427
The Inside (2012), Drama| Horror| Thriller,13/01/2013,UK,NOT RATED,3,93,Tereza Srbová|Kellie Blaise|Siobhán Cullen|Natalia Kostrzewa|Vanessa Emme|Sean Stewart|Emmett J Scanlan|Karl Argue|Brian Fortune|Patrick Moynan|Jenny Huston|Liam Alex Heffron,English,1236
Movie Madness (2016), Horror| Thriller,01/04/2016,USA,RATED,5.5,90,Ava Anderfuren|Jerry Anderfuren|Triveni Baron|Audrey Beth|Big Daddy Kane|Big Brody|Shawna Craig|Dan Duke|Ariel Gomez|Katie Hargrave|Liam Hawley|Kathy Blaze Jefferson|Saquan Johnson|Alex Kass|Salahaddin Keskin,English,477
The Lower Angels (2014), Drama| Horror| Thriller,16/11/2014,USA,RATED,8.7,95,Cole Marshall|Shanti Carson|Liz Fye|Robert Marlowe|Noelle Neglia|Brian Leider|Amelia Zirin-Brown|Harriet Halloway|Maeve Roughton|Katelyn KaRese|Elizabeth Povinelli|Scott Hamlin|Michael Alago|Laughlin Artz|Christina Black,English,317
Violence of the Mind (2013), Horror| Thriller,21/07/2013,USA,RATED,7.1,91,Jon Fleming|Ryan Kibby|Jaclyn Marfuggi|Shoniqua Shandai|Daniel Rhyder|Kristian Steel|Corey Affron|Cody Matthew Blymire|Lance Charnow|Eric Colton|Massimo Coppola|Jay Douglas|Tamario Fletcher|Draven Gonzalez|Grant Landry,English,1464
Bacao (2014), Horror,29/10/2014,Philippines,RATED,6.7,85,Michelle Madrigal|Arnold Reyes|Alvin Anson|Marife Necesito,Filipino,1913
Bhaangarh (2014), Horror,05/09/2014,India,RATED,6.9,90,Adeel Chaudhry|Suzzana Mukherjee|Debonita Sur|Tom Alter|Puneet|Aneet Kaur Sekhon|Herry Tangiri,Hindi,90
Solomon's Requiem (2004), Horror,16/10/2017,USA,RATED,2.1,95,Brian Keith Allen|Tony Bassi|Christina Bryan|Al Burgo|Steven Caggiano|Alex Clavijo|Athena Colón|Ayana Corbin|Brendan Foley|Heather Harris|Jocelyn Marrero|Alberto Martinez|Melissa Mathis|Dana McCoy|Errol Spat Oktan,Other,1520
Zombie Hood (2013), Horror,08/06/2013,UK,RATED,4.4,90,Edward Nudd|Jade Blocksidge|Tom Murton|Richard Lee O'Donnell|Harry Keeling|Alexandra Lyon|Alice Joyce|Adelle Overton|Daniela Tlumacova|Dean Tate|Marcus Akin|Sarah Astill|Ian Hitchens|Sophie Hyde|Sue Prunty,English,890
Future Punks (2017), Horror,15/06/2017,USA,RATED,4.8,90,Kansas Bowling|Parker Love Bowling|Nick Danger|James Duval|Brandon Engstrom|James Evans|Robert Galera|Dan Jablons|Lloyd Kaufman|Laurene Landon|Moeko Maeda|Celeste Marie Martinez|Craig J. McIntyre|Michael Adrian Palermo|Dolores Quintana,English,1437
Ojos de madera (2017), Horror,26/10/2017,Uruguay,RATED,2.4,63,Monina Bonelli|Miguel Cabrera|Pedro Cruz|Yamandú Cruz|Gloria Demassi|Haydee Faverola|Ana Victoria Kollaian|Guillermo Lamolle|Soledad Pelayo|María Elena Pérez|Juan Sanchez|Sara De Los Santos|Ángel Setien|Lucía Trentini|César Troncoso,Spanish,104
Unidentified (2013), Comedy| Horror| Sci-Fi,08/11/2013,USA,RATED,4.2,90,Parry Shen|Colton Dunn|Eddie Mui|Eric Artell|Beth Alspaugh|Erik Aude|Matt Corboy|Dana Davidson|Brian T. Finney|Marlene Forte|David Foy|Jennifer Gonzalez|Lee Ann Kim|Marcia Landeros|Derek Lux,English,98
The Dulvey Estate: The Final Chapter (2017), Horror,04/10/2017,UK,RATED,8,90,Peter Anderson|Frank Anthony,English,1526
Erasmus (2016), Crime| Horror| Thriller,08/07/1905,Spain,RATED,4.2,71,Sergi Galiano|Isabel Cherif|Fausto Audisio|Laura Bubnelyte|Simone Cetroni|Noemí Costa|Esteban Franqui|Leonid Gaideu|Alexandra Garcia|Julia Giorgi|Chrys Hobbs|Isabel Llanos|Anja Lovric|Karine Anna Schmidt|Armand Tarragó,English,883
Amethyst (2016), Adventure| Fantasy| Horror,09/12/2016,USA,RATED,3.1,70,Grace Klich|Valerie Miller|Derrick Biedenback|Olivia Yohai|Jared Masters|Vincent Joel,English,997
The Paranormal Diaries: Clophill (2013), Horror,14/10/2013,UK,NOT RATED,3.6,88,Mark Andrews|Michael G. Bartlett|Criselda Cabitac|Samantha Carpenter|Sarah Catlin|Andrew Croall|Elaine Ellis|Andrew Fazekas|Kevin Gates|Mark Jeavons|Bill King|Doris Knight|Mark Knight|Stephanie Lawn|Dee Lindley,English,1852
The Black Fables (2015), Action| Fantasy| Horror,01/01/2015,Brazil,RATED,6.1,93,Mayra Alarcón|Ricardo Araújo|Ana Carolina Braga|Marcelo Castanheira|Walderrama Dos Santos|Markus Konká|Foca Magalhães|Cesar Coffin Souza,Portuguese,1467
3 Sisters (2015), Horror| Thriller,01/01/2015,UK,RATED,5.5,87,Elliot Moriarty|Gillian Walsh|Giovanni Lombardo Radice|Neill Fleming|Robert D. Donohoe|Ciara Barrett|Emma Keaveney|Jacinta McNab|Sinéad Moloney|Henry McNab|Jack Nolan|Hugh Sullivan|Selena Walsh|Rory McNab,English,1302
